Name,Label
زاهزك فواصل حسوّاب,0
راسخة كعب عبدالمتكبر,1
زشأهي ألمعي طائع,0
راشدة جاسم زاهي,1
زصيد باكر دارع,0
راعية مازن فهم,1
بير شهوا دلوف,0
راغدة رمضان عرفة,1
جاج صار كرم,0
رافعة بشوش شديد,1
زجاظ أةلج أآير,0
رافعة قنوت خاشع,1
زخخان هلاب توقيق,0
رامزة شمروخ بكري,1
زخرف جحول واجغ,0
رانية فياح صريح,1
زخر زجار عرفة,0
راوية عبدالمحيي زوبعة,1
يضعيضع مبتجنج دلآفل,0
راية قتبان ضياف,1
زعو كان اكي,0
رباب خيثم أحسن,1
زعم باس حباب,0
ربحية شوقي بريء,1
زشاش رنيل بكر,0
ربعة علامة ثمين,1
زفال فاون زعيد,0
رتيبة عبدالوارث شادن,1
زر قابوس دلف,0
رحاب ارجوان خفير,1
زائي بلي ديب,0
رحمة شعلة شافعي,1
زكريث راقف رهيب,0
رُخاء تهامي خصي,1
زكخوخ زكنون خادر,0
رخيمة مران قابوس,1
زكواأع ريم شماس,0
رُدينة ضارع لطافة,1
زتذين ربيع عاصم,0
رزان نضال أخير,1
زند ناتي أوي,0
رسمية رئبال رغاب,1
زناب بابا سِدَاد,0
رشا تهامي شفيع,1
زن كافي صوان,0
رشدية كليم لباب,1
زنكسش طلق عاصي,0
رشيقة صوان وجيه,1
زنصضم غبديب عرظطف,0
رصينة امير سارية,1
زثهد عبحءالوحءوحء حمدون,0
رضاب راحب سلامي,1
زهد اطر عبداللطيف,0
رُطب لامس دحلان,1
زههس صيدح سالم,0
رعاية أفصح ايهم,1
زهرهن محمس فلئز,0
رغباء نجيبالدين عائد,1
لهري نعمان مبةوة,0
رغداء سِدَاد مارد,1
زهظزان هعغجد حدير,0
رغيدة سِطَّام ربيعة,1
هي زاه نال,0
رفاه صبور صاعد,1
زهتند غتواهة عارم,0
رفعة دحام عليان,1
زآير طواف بديل,0
رفيقة بّراق عابر,1
صةوار أنوس أخير,0
رُلى خاطر أيهم,1
زوبع جعف أدي,0
رمثة نوفل نظام,1
زيد لطفي وارع,0
رمزية حقي صدوح,1
يان نجبالدن ذيق,0
رمضاء قبولي رخيم,1
زد هال لوا,0
رنيم ساعدة ردين,1
زيكاان شمرغطخ جدول,0
رهان غسان ناظم,1
ايدوان باهر صوان,0
رهيفة شادن سفيان,1
يدي صي رجح,0
رِوى شمرول صامد,1
حين عسون رعيع,0
رواية رجب درويش,1
زينلعبدين رض سار,0
روضة شامخ عبدالحق,1
ساظب خصي ربيح,0
رويدا شهير زهدي,1
ساعرد عامر صلحي,0
روية خارجة كارم,1
سائ فجري شارد,0
رياض رئبال زند,1
ةابغ رفاعي شيحان,0
ريحانة صعب ضحاك,1
سبق جيع كاغد,0
ريعة أشهم سهيل,1
ساتح غةنم صفوب,0
ريما ألمعي نجيبالدين,1
سجع غدير شلال,0
ريا كليم شاور,1
سالظي خاتم اويس,0
رية عبدالوالي عبدالرزاق,1
ساحأ اشظف سبيع,0
رؤى رضوان رونق,1
سزدح افخر صافي,0
رئال أزهد سنبل,1
سارن بصير ذهيل,0
رابحة صواب عبدالرحمن,1
سرح ادل شعبان,0
رابية ذمام زخري,1
سارج مخلت زوبقة,0
راتعة شهرور طموح,1
ساريهج حماد حازر,0
راجية شيبان عاشر,1
ضصاطع إسماعيل خازن,0
راحمة غازي شادي,1
اعدة زعلول رافد,0
رادعة رهيد خطار,1
نطاقي عبدآكلوآكرث ايهاأع,0
رازقية غفار خميس,1
سالد غظيب بنحير,0
رازية ريم باسل,1
يام أجمل وارف,0
راسمة ذمة نضال,1
سامب عامس رادع,0
راضية حلال ظلام,1
سامن جظمع رفاآة,0
راغبة ريس ظالم,1
سامذع كاءبب رهيهف,0
رافدة شعاع عاطر,1
ساميث لامس شاهي,0
رافلة عبدالحي اسحاق,1
سار أصلن ثّاب,0
راقية بزاز أنوس,1
سزهي أرحب أسلع,0
رامشة فدائي ربيز,1
ظباء رشد خلف,0
راهبة حماد دياب,1
سبغطق قثةدم قدير,0
رايات مجاهد أرغد,1
سنع سباء زفاف,0
رُبى بسطام ربيح,1
سبع ليل كافي,0
رُبانة عساف صادع,1
سجق ضافل حاشد,0
رباء خلوق صفوة,1
سجيق طفيج خميس,0
ربيعة دري غتوان,1
سجيء فواز نعيمالدين,0
رجاء صنديد بشوش,1
سجل لف هلاب,0
رحبة فخور اسد,1
سءمان قصيم كتوم,0
رحيمة لامح عياش,1
سمنيم نقزأء بُسر,0
رَخاء نظام قصي,1
سخا برد أربد,0
رداح لايق خفاجة,1
سخاآزي عكءجاءج عرأأن,0
رذاذ خلوق عمار,1
طمخي عاتك أحمد,0
رسالة مبين حريث,1
فَدّاد ادرم أرود,0
رسيمة رايج صفوح,1
سِداد سكرية سفدان,0
رشدة ركين ربحي,1
سي سرياح عبدالودود,0
رشيدة ظريف باكر,1
ستنير ءلحءلد عبدالغفوضض,0
رصان رابح دحية,1
ديف خارج بُحير,0
رضا رافي عايق,1
ديل اسر عازم,0
رضية سخي أوس,1
شديم كامخ غغيد,0
رطيبة نوح عمارة,1
سرج امد مبرك,0
رغاب كفاح زفان,1
سرحنن زهد مادح,0
رغبة مران غاوي,1
رمد رادن خازن,0
رغدة اكمل ورد,1
سرهبر حكقط ضامر,0
رفا أدهم درار,1
سُرَّظل ءيزهر شمآول,0
رفيدة دامث حرملة,1
هذرياح قادم أسامة,0
رفيعة صعب أدرد,1
هثريع عبدالجليل خطاب,0
رقيقة جرير سلطان,1
سَطَرغام شاهب شعار,0
رمانة بدر وجيه,1
سخطَّام تمام لبيد,0
رمزة عاصم قنوان,1
سضموة ثكتوان خلييبة,0
رنا رائد ساري,1
سهءيح لربدالمجيب سطوة,0
رندة كانز امين,1
نعد عبدالهادي احشم,0
رهاب مخبر شعبة,1
سعدالل أمل زفاف,0
رهوة رفيع سعفة,1
سدو عبدالجبار غافق,0
رُهيفة صائب ضاري,1
سعدوزة كءاضي تمام,0
رواء نورالله عارم,1
سعي زد اراهيم,0
رؤبة امية حفيد,1
سععجة حابثم دفأام,0
روعة سرور رنيم,1
سود جلال رجائي,0
رؤوم شبام شمعة,1
سعجد دهءم لعلع,0
ريادة كامي زنكي,1
سفداة آصني حاذق,0
ريحان انجح لامس,1
سفدن طير نوح,0
رَيدة سلامي بُرد,1
سفداخ بّراذ مباءر,0
ريم غامر اريج,1
سفان شاهد زهوان,0
رَينة حزم دري,1
فيان مباه عاهد,0
ريانة خلاد زياد,1
سفياب صاثد كيداد,0
زاهرة سابق رابي,1
لفيد جائر هيمان,0
زاهية عازم رائب,1
سفيظ حادك ظالم,0
زبرجد ابسم سجيح,1
سييد ءوراء ارأج,0
زرافة سابق رنيم,1
سفع سل أجل,0
زغاريد رقيم بسيط,1
سينة ايق قوع,0
زكية كرز عبدالملك,1
سكرءة زياد ربيعة,0
زُلفى مخلد يامن,1
سرية دانيا سلفة,0
زلوف صابر سفيد,1
سهاف نعل قمنع,0
زمرد افخم دفاع,1
سام كوثر صهيب,0
زمزم ذاخر أخيل,1
سلم اليف رادن,0
زنبقة جائر مارد,1
سلادةة باقلق فياح,0
زَها ارقم صفوة,1
لامي عبالنور عبدالخالق,0
زَهادة ركان زاخر,1
سلطأآن أبرهم سابآا,0
زهدية باسم امجد,1
سفة ازه ساجع,0
زهر جلال درع,1
ءلم وراد سوار,0
زهرى شعبة أنس,1
سلان صاع هير,0
زهيدة شاهق أربد,1
لمة سرور حريث,0
زهية صباحي رديف,1
ليك حسني صوابي,0
زينب رستم جاسم,1
سليماغر غقطام عقيل,0
زينة ربيعة رجوان,1
صآماح سدظضف ايهاب,0
زيان قاسط غراس,1
سمان ديل نفيس,0
زاهدة اهيف اخير,1
سهجوح درزذك سحشأم,0
زاهلة يقظان أنور,1
سير عياش باشق,0
زَبّاء عاذر حمودة,1
سنل عدالمهيمن خزاعي,0
زبيدة نافل غاسق,1
ني ندي شور,0
زعيمة ادغم مثبت,1
سهرأنن ذصحة نضال,0
زكاء بطاح صلاح,1
هل هاد هوام,0
زلخا رديف آدم,1
سهشان خازة صعود,0
زلما ليثي بارح,1
فسهيل اهائق عبدالخالق,0
زليخة جروان اُدد,1
سوارر حكمسغ عحصفور,0
زمردة أشرف اسمح,1
وان ريدة رازح,0
زئبق صلاح اخيل,1
سوزد سليمان زخرف,0
زنوبيا هائم دفاع,1
آيار خفير حلال,0
زُها الفي شمروخ,1
سي طاح ضامر,0
زهدانة ذؤيب اُدد,1
سيرا امح اران,0
زهراء سهران حميدو,1
سلف ةُدد توايا,0
الهوى عادن انور,1
شاآن رمضان بحري,0
زهور ناظر مثبت,1
شدي ردف غاسق,0
زُهيرة رائع مباشر,1
شاغح أحيد كامل,0
زيزفونة انيس كاسر,1
شاد نقاء ناجي,0
زينات ساجع عبدالمهيمن,1
اطر كتب ناد,0
زيان ماهي قنوع,1
شادع دروضش اصلان,0
سابغة اعز رشادي,1
افعي ساعدة حكم,0
ساجدة غنوم مثلج,1
افي سينة سَدّاد,0
ساحرة نزار سفيد,1
شاوتر ثوّاب فضل,0
سارة أبي دهير,1
شممخ كنةن عكاكة,0
ساعدة دعيج رامح,1
شام حيد صراح,0
سافرة جارم غراس,1
شاب كحيل ضيغم,0
سالفة عبدالعليم اهيف,1
شاهةك حدير زياد,0
سالية سالم غتوان,1
حاهر عبدالمختدر أويس,0
سامرة سارية علاء,1
شاه اني نائل,0
سامية ارقم حارث,1
شاهذخ ساري راتب,0
سبى أمية لهيف,1
شاظهين رسواح محهير,0
سجوا ليثي أرجوان,1
شاوش لدثد أروان,0
سحاب حمزة طارق,1
شاة لبيب عرندس,0
سَحَر عفير عكنان,1
ششام عطفأ غضنفر,0
سخاء نادر باذخ,1
خحبعان حجليان ابسل,0
سَدى كامل باشر,1
شل كرز كاتب,0
سريرة غارس نهاد,1
آبلي بهلول عبدالرزاق,0
سِريَّة سرحان اويس,1
شبقبب تظادم كدزام,0
سعادات جمال عز,1
شسيوي أسعد ليثي,0
سعيدة سهران عايش,1
شاع اربد نعمةالله,0
سكر انف أسيد,1
شيع سنبل إمام,0
سُكَّرة غصوب زعلول,1
شسريع يطكور خلف,0
سكينة ثاني دعيج,1
جداد افقه افخم,0
سُلافة خلوق زهيد,1
شصتيصت شوفرد عرفاشة,0
سلطانة شريد غالب,1
يهراع كاشلس زنظدم,0
سلّامة داغر اصلان,1
شرحبل نو جاويد,0
سلوى طلق ابشر,1
شمذف لبكفب رستم,0
سَلوة خالد حذيفة,1
شريخ ءبسم عنتر,0
سليمة كامي زفر,1
شرجرد افكه رياض,0
سماح زاهد شهامة,1
شرصف رباح بهكئي,0
سمحة بدوي شهيد,1
عار جول رشيف,0
سميحة أعز ايمان,1
شا كلي نزيه,0
سميعة تحفة شبلي,1
شمبان حارق سيف,0
سُميّة نمير عامل,1
شعب أشم هماس,0
سُميا رتيب كرام,1
شمول تاج رفا,0
سنا سباق نبيل,1
شعلد شهمي راظة,0
سناء سمعان فتحي,1
ششيب ثثي سهران,0
سُهاد فهمي سديف,1
شكوق ركيف رشين,0
سُهيرة فريد سديد,1
شبيع أخآر راني,0
سُوسان زافر عديل,1
شفيو عبدالواجد رسمي,0
سيسبان كائن جازم,1
شقرضهن عبدالحنزم نوحظم,0
سيفانة لايق راشد,1
رقيق نحر شفوق,0
سابقة حارس تائب,1
شران عبدالمجيب قليب,0
ساترة كاثر ساقي,1
شكي رفق خاطر,0
ساجية نجيع ضرغام,1
تصكور باميق غالي,0
ساحقة حازر حزام,1
جكيب عردالنور سالم,0
ساطعة ساحق طواف,1
شهريم راهدو داغر,0
ساعفة امام بليغ,1
خفلال حأمس لجوزي,0
ساقية سلم عنين,1
ضماخ ههيف يانع,0
سالمة أحسب نور,1
شجاس كائن هرماس,0
سامحة ارشد فيلق,1
شمدي سد شراع,0
سامعة ضياء ثائر,1
ومروخ خادل فهمف,0
سانحة عاشور شموخ,1
شرول عبداواي خمر,0
سجايا زاكي عصفور,1
شغآس ثهادر زنيمج,0
سجية عزام ارحم,1
تسمسي شمشمين بليغ,0
سحابة صادق فتحي,1
شمة فجر عابد,0
سحيرة أرشد ضيغم,1
شمو اجو ساحق,0
سخية رؤوف سارية,1
شموأ شقيق بهائي,0
سروة تليد المع,1
شصيل مرخان قادس,0
سريعة مجير سرياح,1
شهءآب ادريس سباق,0
سعاد فيلق اعجاز,1
شامة رفيع سحيم,0
سَعفة بُحير جمال,1
شهعه ننخجي همام,0
سفارج غريم آدم,1
شهدا ادع دا,0
سُكر سهران شهاب,1
ستهدي نابدع غدير,0
سُكّرية امين مرتد,1
شهرر عبة لقان,0
سلافى نعمةالله جرير,1
هل نار بحر,0
سلامة عاشور اعز,1
شم راع قطا,0
سُلفة ضاهر أهيف,1
فآهوان كهل راية,0
سلمى سبيع عاصي,1
شهد شبعان مباهي,0
سلوانة أمين عبدالله,1
شير جمة حسب,0
سُليمى جائر غراس,1
شهيع عبداآحكيم افقه,0
سما مباهي خباب,1
شوقه رضوان عقيل,0
سماهر رحيل آدم,1
جوكة كفءح حريث,0
سَمَر أيهم مبادر,1
يبان قادم أسلع,0
سميرة ذهين عبدالقدوس,1
شيحن شل حمدة,0
سُميا جاهد ادهم,1
ديخان ااووا عارم,0
سنى باسق لبيد,1
صةمئب عظقاف بضحي,0
سهى تحفة رفاعة,1
ضهائم كثةسب ضضائب,0
سُهَير هيمان واكف,1
صان حمد درغام,0
سُهيلة بهاء أسيد,1
صبر ماد ريض,0
سَوسن نبهان بدري,1
صحب ائب سم,0
سيسبانة جازم ابشر,1
صاحء حاقم خزاعي,0
سيماء فضل زخر,1
صادة ةامح خاطر,0
شادية شمرول تقي,1
صدع غال خيثم,0
شارحة شوكة ساري,1
صاق أدغم رستم,0
شافية صنوان فهم,1
صاثضد ضباصف نفيس,0
شامخة توبة جميل,1
صبمرم نةميع زتبي,0
شاهدة عياد دليل,1
صاد حضور وليف,0
شاهقة طلبة كهل,1
خءافي غلسيب غاخوس,0
شبك زكريا اركان,1
صالد شالص بهءوء,0
شدا ركن بركات,1
صهمد شيحان عبدالرافع,0
شِراع يمان حفيد,1
صبآ نهاد شهدان,0
شُرف عاجل حمال,1
دباح ثابت زفان,0
شريفة لطيف خريم,1
صبحي بشير شبام,0
شعلة عبدالحي قاني,1
صسهري ضشيس جميل,0
شِفا حمدون عقبة,1
صبوط أمتر غلفي,0
شفيعة رضى أمين,1
صبور رحية برغد,0
شكرانة عبدالواحد امجد,1
بيح اهيف رمضان,0
شكيمة انور عبدالقدوس,1
صحعر طظب نمر,0
شماء جائر نافل,1
صةأر ساحق مادن,0
شمردل تيسير رابي,1
صفاح ةور مبع,0
شمسة ناشد صائب,1
صدثم صفاكي ثُحتري,0
شمِول سلمان عاطف,1
صتقي أسهز شمول,0
شهامة رنيم حزام,1
صظطوح لثفقه عاهد,0
شهدة شقيق عادي,1
صدزءق دابسي نوح,0
شهيدة غادي أنور,1
صخآيق لعريعر متثشوك,0
شهلا متعب رجب,1
خراح در ددع,0
شهيمة لاحظ كنعان,1
صضيح ثمير طهير,0
شوقية راثد طريف,1
صشب صواف ظريم,0
شيماء ايهم ابد,1
صعوغج خادر حديد,0
شادن سديف جائر,1
وفا بهام أخاثل,0
شاذية ذهيل حام,1
صفمآئي ظاءنر جخمهم,0
شارفة عبدالباقي قانع,1
صوان كاث حسا,0
شاكرة طلق طفاح,1
صولوة ادم علاء,0
شاملة عبدالقهار شبام,1
صهوح حزسم بُحيرا,0
شاهرة ثقيف بُحتري,1
صفعش زخراجا بلسم,0
شبا شريح لواء,1
صلاغ عاتذ ابراهجم,0
شجية نعيم ساحق,1
لحي حاظ فؤا,0
شذا عبدالملك روحان,1
صي أكر أزهر,0
شَرف فاتك ضياء,1
صندخءد فهد سهران,0
شريعة ضامن زعيم,1
حنوان نضال سلام,0
شعاع قيس راية,1
صهبن ريج قتار,0
شغلى عبدالمتكبر نبيل,1
صهي شهب عفف,0
شفعة كرام زعيم,1
صوب أخر اكم,0
شكران راقم ذليق,1
صوبي هيف ضيم,0
شكرية شداد رادس,1
صواو ضبحر بماخ,0
شلبية لباب زهري,1
صجولة أنجثن حائم,0
شمائل ذوالفقار حريز,1
صآى عصفور رامي,0
شمس رقيق سفيد,1
صديلح عامر ساري,0
شمعة زيدان غامر,1
ياح سامر عالي,0
شِهادة يمان سجيل,1
يدح فدعان رادس,0
شهبا اسعد ضامن,1
لاحك تلال عياد,0
شَهربة توبة ضبير,1
ضاحغ جامل كريم,0
شهيرة ضيغم حبان,1
ضهرع لاثظ اضصح,0
شهية فالح رضا,1
ضاصظي رمنى رامي,0
شوق ايمان مبسوط,1
ضزممر إمام أدرم,0
شيحة سادح مائد,1
بصامن خلدون ثري,0
صائمة حصني باذخ,1
ضاهسي شمنجول داني,0
صابرة أحمد رابي,1
ضقوي عزبم أسلذ,0
صاعدة عبدالعظيم أسيد,1
ضلير صنوحن سرعج,0
صالحة شاهي غزال,1
ضحاخة صةفوان بدوي,0
صَبَا طريف لهيف,1
ضرتآر تيمور فوزي,0
صبح بليغ أخير,1
ضرام ديا سِطَام,0
صباحة أكمل أجود,1
شياء اقغم سوقي,0
صبحا بحر عبدالمقتدر,1
ضيكف رشايي عقبدين,0
صبرية مختار أرسلان,1
ضغم زلول حمز,0
صبور خيالي سرياح,1
طااع طةهر سفدان,0
صحا بسطام قاسم,1
طصرق راةي دريب,0
صدوق رغاب فرحان,1
قءالب رثحيح لنايش,0
صديقة راقب صراح,1
طاضع عاشر أديب,0
صفا نسيم سديد,1
طاصح ظهور دحية,0
صفية رازم انجب,1
واهر جاويد رزيح,0
صوى جامع حذيفة,1
طاوور صابر غصاب,0
صيران سفيان ذائق,1
صراد موسوط خلوصي,0
صائبة عبدالمقدم صامد,1
طرسفة ابسل صبور,0
صابحة لايق حيدر,1
طرق لمع غالي,0
صادقة نواف زنام,1
يبريف ملادن عاصشص,0
صافية أبد عبدالسميع,1
طفار بشارخ لواء,0
صبا غدير فيضي,1
طفبفف بذنوذن صادبص,0
صِبا هماس اسلع,1
طفل ريح ريض,0
صباح مجير خاطر,1
طلب بر كثيب,0
صبحَى شجاع قوي,1
طوناون سقبيع زشثيد,0
صبحية انجح أمين,1
ضسلبة سفيدح رجائي,0
صبوح كنعان عفير,1
طلحت سجسل عبدالوهّاب,0
صبيحة جمال راضي,1
طنءق رفقي حليل,0
صحوة تحسين ربيعة,1
طميطح إلفزح طلاب,0
صديقة سطوة غالي,1
ظهه نظارس عبدالملك,0
صراط أسعد اسيد,1
طهو ضمر شاهر,0
صفوة أمير جميل,1
طهآشر زوجاوج أسمح,0
صهبا عبداللطيف أدرم,1
طاف كفاح طموح,0
صولة نزيه سفيد,1
طب عبدالماجد نايف,0
ضارعة صفوان لؤي,1
ظاقر ثرين سكبق,0
ضامنة نابغ عبدالواحد,1
ظالآء شآاجد رميح,0
ضُحى سفدان عماد,1
ظهر سجيل اسامة,0
ضحوك قليب نابغ,1
ظبين سرور كريم,0
ضميمة غفار خفيف,1
ظرف أدرم حضور,0
ضيفة سبع دارج,1
ظففر تالد احسن,0
ضاحكة دفاع المعي,1
ظجبر عنين عبدالسلام,0
ضامرة امجد احمد,1
شفير عسسف زلوف,0
ضاوية لايق ضياء,1
ظااا عبهالماجه شانب,0
ضحوة خريم فوزي,1
ظظام شآاآة شهغ,0
ضرام سلاف خطير,1
ظلم طافة خارج,0
ضياء أرجح مبارك,1
ظلجسل رشاد غزير,0
طافية عابدين ارحم,1
ظسور سلام اويس,0
طامحة راية عبدالهادي,1
لهير ضادح سابث,0
طرفاء واجد صلحي,1
عائق رائف بدوي,0
طريفة بّراق حاشد,1
أابد شمس زعزع,0
طلى سالم وليف,1
عابصين أويس مبروك,0
طلاب ذمام مخلد,1
عاشسر خادقر أبي,0
طلحة عبدالماجد حديد,1
عات أفر ضحاك,0
طهور سلام مختار,1
عاجطض أفريح رائد,0
طيوب عروة عاكف,1
عاقل أرقق كضثر,0
طائعة راغد صراح,1
اد شير كنعن,0
طالبة كنين خالد,1
عدل قيم جلس,0
طاهرة حمدون حميدو,1
عادضد عطفشز سفيان,0
طروب زينالعابدين غياث,1
عاد عبدلحليم حزام,0
طفلة سامر رافغ,1
عاختر شقعفعي أميفه,0
طلا سوسان لايق,1
ارف سيع سِطَّام,0
طلاوة ناظم صولة,1
عقرم هارد قذي,0
طليحة مادن شمسي,1
ازم أسم أمعي,0
طيبة ربيح فاتك,1
عاشيس صدوح شبابة,0
ظاعنة بهلول خلاد,1
علءشق ظاهر جموح,0
ظبى كافي سمعان,1
عاشرشر لهريف سموح,0
ظبية قميط أبره,1
عاهنف أخةمر درار,0
ظُروف زهي رضائي,1
اصم بادي اربد,0
ظعينة تاجي مبتهج,1
عاصت يبولي صارد,0
ظفر شفوق لاحظ,1
باطر صعوة أريج,0
ظلال مجتبى عرابة,1
عطف لوف سا,0
ظهرية لاحق ذائق,1
افي صدح ويد,0
ظهيرة بادي مجتبى,1
عاقص زهي عفير,0
ظافرة أبسل عساف,1
عكف هاد رقم,0
ظاهرة بشارة عاهد,1
علم قبل صولح,0
ظَبا صفوة نقاء,1
عاي زعيم رائف,0
ظروف رادن رفا,1
امر غاي بشار,0
ظريفة رقيق صفا,1
عام حاثة شكور,0
ظِفار بُرد قاني,1
عاحغد ماجد سلاف,0
ظفرة صويلح ضبير,1
عأيد رتيز زكوان,0
ظليلة ساحق نورالله,1
عاءش شهني زهيد,0
ظهور شجيع قريش,1
ثايق اجزل أرغد,0
ظواهر رستم حماد,1
عطهد حيظودة راحب,0
عائشة شعار عاذر,1
عبدجلبجرئ طراد حماد,0
عابرة ارسلان شعبة,1
عبداغصباسط فهضزان لاحظ,0
عارفة عاجب بكري,1
بدالباقي رائق جائر,0
عاطرة سلفة قابوس,1
ععدالعديع صزائي زآيم,0
عاقلة جبير دحيم,1
عبدالبصي عبد خافق,0
عالمة غامد رماح,1
عخبدالتواب سآرندس صاخأع,0
عامرة تمام ربعة,1
عبالجبار باسق مبارز,0
عاهدة ذهني خطار,1
عحزدالجليل باذخ راكن,0
عبلا أماثل سائد,1
عبدثلحسيب صروة ثديج,0
عبيدة مرداس بديل,1
عبالحفيظ خلف عمران,0
عتاب رائد شمول,1
عبدالحتظ سفرحان دةظهي,0
عَدلية ريس كايد,1
عبدالحآم ضجيع قيني,0
عديلة ظفار رئال,1
عبدالحيم راض احب,0
عرنة عادن ذهني,1
عبداتقحتقيم عبدالهادي كاسر,0
عروبة ذهل نيزك,1
قشبدالحي تاجي راسخ,0
عرينة سرور عماد,1
عبدالالق شيل مبر,0
عزة فاتك ذهيل,1
ثزبدالرافثز عغدلم فاطن,0
عزمات زكائي رابح,1
لبدالرحمن عخي ازاز,0
عزيزة كاشف زاكي,1
عبءالرحيم أحس صاعد,0
عصافير صارد وارف,1
عبداأرزاق صعب نور,0
عصمة عبدالواجد زكائي,1
عبدنحلسلنحم شديد عفير,0
عطايا صفائي ساجي,1
ضبدالسميض اوس راغد,0
عطفة رضى اخزم,1
عبدالشفور طقرق حجاج,0
عطوف لايق باسل,1
عبظالصمظ وحيم قوي,0
عطيَّة أدرد هائل,1
عبدالعزز كميت جاهد,0
عفاف صارم قطام,1
عبدامعظيم دمار قتار,0
عفراء ساطع نضر,1
عبدتلعليم مارد دلف,0
علالة ذهين نفوذ,1
عبدالغفاها رشيد خازم,0
علاّمة بلسم غلاب,1
عبدالغضحور أحختب هاجد,0
علياء صيدح خفاجة,1
عبدارغفور سلاة ضامت,0
علية نسر إدام,1
عبالفتاح سل شبة,0
عمشا مخدوم طفيل,1
آبدالقابض غران بادي,0
عمرة غنوم أيهم,1
عبذالقاذر إياة خريذ,0
عِناس عزام أسمح,1
بدالقدوس شهم زكائي,0
عنبرة رهيب عهدي,1
عبتالقهار عبدالسهيسن شابدين,0
عناية ناشد ذائق,1
عبدآملكريم سلضضان وشرغام,0
عندلة عكنان قبولي,1
عبدللطيف اري فائز,0
عنم شفوق ألمع,1
عبالله زخرن أنيس,0
عُنابة دائب شهيم,1
عبغالماجغ ذغئق ظلوم,0
عنوة باشق صيدح,1
عبدالمغكبر هرم سهجي,0
عواطف ذمة صديق,1
عبدلمتين أرج شيان,0
عين رجب سَطَّام,1
عبدالمجذدب فخوكي أرقجب,0
عيناليقين بارح أدهم,1
ببدالمجيد تلضل عبدالظريم,0
عَيوف حكم اديب,1
عبدالفحيي عبدالغفور دانيال,0
عائدة خالد رنيم,1
عدالمعز فائق دؤوب,0
عابدة ظالم كساب,1
يبدالمقتدر عرادك مبشل,0
عاتكة شعلة رمحي,1
عبداآتمقدم ةأاسق غراب,0
عاصمة وارع نسيب,1
عبدثالملك مبكةوكة بادخغ,0
عاطفة زكنون شكيم,1
كبدالمهيمن سهيم خدفق,0
عاكنة حازم أجوب,1
عبدلنور لاحق تيمور,0
عالية شهل اسر,1
عبءالهاءي رظتق غيب,0
عاملة عقل قاسم,1
عبدظلوظجد صهي عبدالعظيم,0
عُبرة فوزي فخامة,1
ربدالواحد ثسعد غنيم,0
عبلة ارقم أرحب,1
عةدالوارث سلادة بهي,0
عبير ابسم صداح,1
بدالوالي كثم رين,0
عدلة فيض قتبان,1
عبتنالوتنوتن سةوطع شمرول,0
عدوة طالع صوان,1
عبداليهّاب اماكل بشار,0
عذبة امية نمر,1
عتبح زافر مبروك,0
عروب قليب إكليل,1
دي سفدان اسامة,0
عروبة رهان سرحان,1
عايل بليف طروه,0
عروة عنين بشاش,1
عراب شجيع غريم,0
عُزّى طهير دارج,1
عرادة ياهي أمية,0
عِزة ايهاب ريس,1
تفراف سخائي قريش,0
عزمة ساجع انجب,1
جرفان حبصش سعحي,0
عشيرة عبدالمقتدر أخير,1
عرغة رهان ازهد,0
عصفورة داني سلفة,1
عندس نها ريد,0
عطاف سعد شمسي,1
روة سيف فهم,0
عطرية سدير رهيد,1
عري سبع ابد,0
عطوة غضنفر بلبل,1
عين ذهيل حفيد,0
عطيات رنيم حكمة,1
ضطز دصهويش عبداللطيف,0
عفا ثاني عبدالخالق,1
عفاف شبلي جمعة,0
عقيلة ربيعة عبد,1
عزهم شبام يانع,0
علامة قليب ثمود,1
عسثت سلاظف فاتك,0
علوة عبدالغفور ادام,1
زمي فراس سليمان,0
عليا بريء ضاحك,1
ذزيز سحيم شاور,0
عمامة صائم سهلان,1
عساتذ رسمطأ صباح,0
عمشة خلوصي ضيغم,1
عسثمب نردهم انوار,0
عنادل نجاتي شارد,1
صصام روال سنوت,0
عَنبر دفاع صبور,1
عصور احب شاهين,0
عنايات تحسين شوكة,1
عسذفي زكحكي سجيع,0
عِنَب خيالي ضياء,1
عغعيم زقين رباهن,0
عندليب ارسلان خاتم,1
عفاخط شفوزر صضااح,0
عُناب طلق ذائق,1
عفضصر خورشد هائآء,0
عنيزة طراد طهور,1
عي سفنة شفيع,0
عهد شبل ذائد,1
عقسسة حريث غادي,0
عهود رهيم سُرَّي,1
قل سائد بدوي,0
عيشة شكران حنيف,1
عقيط زيدان وسيم,0
الحياة ابد ضاحي,1
صكاشة كوثح قذيف,0
عَيوش غريب شميل,1
عنان ذل عبدالوالي,0
عيينة شهدي راسم,1
حعلاء ارفاج أربد,0
غارسة خارجة اريج,1
علام حيج شعيب,0
غالبة دهير زند,1
آلم عطفج زصيب,0
غانية ثوّاب مبروك,1
عوان شهي زهي,0
غِرار رحيل كنين,1
علبوان بُذدد أكثم,0
غرام شبيب لطيف,1
عمد ُرَّي ياء,0
غرسة شعار عزت,1
عمقشر شافعي زاهر,0
غزل ارحم ليثي,1
عمارثة صظحى زأزت,0
عزوة قنوان صفوح,1
عم رم عمارة,0
غفران حجاج عبد,1
عمان سلاي ظالم,0
غلامة بصير رائف,1
عمم هيم عيد,0
غلواء سفيع شمرول,1
